"Rk","Player","Nation","Pos","Squad","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G_plus_A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG_plus_xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_90","Ast_Per_90","G_plus_A_Per_90","G_minus_PK_Per_90","G_plus_A_minus_PK_Per_90","xG_Per_90","xAG_Per_90","xG_plus_xAG_Per_90","npxG_Per_90","npxG_plus_xAG_Per_90","Market_Value_Euro","Year"
309,"Benjamin Mendy","fr FRA","DF","Manchester City",25,1994,19,18,1492,16.6,0,2,2,0,0,0,3,0,0.4,0.4,1.4,1.8,60,87,176,0,0.12,0.12,0,0.12,0.02,0.09,0.11,0.02,0.11,2e+07,2020
310,"Nampalys Mendy","sn SEN","MF","Leicester City",27,1992,7,4,291,3.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,13,6,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,8e+06,2020
312,"Max Meyer","de GER","MF,FW","Crystal Palace",23,1995,17,6,655,7.3,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,9,16,32,0,0,0,0,0,0.07,0.03,0.1,0.07,0.1,1500000,2020
314,"James Milner","eng ENG","MF,DF","Liverpool",33,1986,22,9,937,10.4,2,2,4,0,2,2,4,0,2.2,0.6,0.7,1.3,18,71,42,0.19,0.19,0.38,0,0.19,0.21,0.07,0.28,0.06,0.13,3e+06,2020
315,"Yerry Mina","co COL","DF","Everton",24,1994,29,25,2284,25.4,2,1,3,2,0,0,3,0,3.4,3.4,1.4,4.8,11,83,4,0.08,0.04,0.12,0.08,0.12,0.13,0.05,0.19,0.13,0.19,2e+07,2020
316,"Takumi Minamino","jp JPN","FW,MF","Liverpool",24,1995,10,2,249,2.8,0,0,0,0,0,0,0,0,0.8,0.8,0,0.9,8,4,22,0,0,0,0,0,0.3,0.01,0.31,0.3,0.31,1.2e+07,2020
316,"Takumi Minamino","jp JPN","FW,MF","Liverpool",24,1995,10,2,249,2.8,0,0,0,0,0,0,0,0,0.8,0.8,0,0.9,8,4,22,0,0,0,0,0,0.3,0.01,0.31,0.3,0.31,1.2e+07,2020
317,"Tyrone Mings","eng ENG","DF","Aston Villa",26,1993,33,33,2902,32.2,2,2,4,2,0,0,7,0,0.8,0.8,0.7,1.5,12,60,11,0.06,0.06,0.12,0.06,0.12,0.02,0.02,0.05,0.02,0.05,3e+07,2020
318,"Tyrick Mitchell","eng ENG","DF","Crystal Palace",19,1999,4,2,195,2.2,0,0,0,0,0,0,1,0,0,0,0.2,0.2,5,12,8,0,0,0,0,0,0,0.08,0.08,0,0.08,7e+06,2020
322,"Simon Moore","eng ENG","GK","Sheffield Utd",29,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,2020
324,"Wesley Moraes","br BRA","FW","Aston Villa",22,1996,21,21,1782,19.8,5,1,6,5,0,1,3,0,6.4,5.5,1,6.5,13,21,89,0.25,0.05,0.3,0.25,0.3,0.32,0.05,0.37,0.28,0.33,1.3e+07,2020
325,"Wes Morgan","jm JAM","DF","Leicester City",35,1984,11,4,436,4.8,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,3,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11,4e+05,2020
327,"Mason Mount","eng ENG","MF,FW","Chelsea",20,1999,37,32,2867,31.9,7,5,12,7,0,0,3,0,6.4,6.4,5.4,11.8,101,138,221,0.22,0.16,0.38,0.22,0.38,0.2,0.17,0.37,0.2,0.37,7.5e+07,2020
328,"Lucas Moura","br BRA","FW,MF","Tottenham",26,1992,35,25,2242,24.9,4,4,8,4,0,0,3,0,5.6,5.6,3.2,8.8,79,69,140,0.16,0.16,0.32,0.16,0.32,0.23,0.13,0.36,0.23,0.36,2.5e+07,2020
329,"Lys Mousset","fr FRA","FW","Sheffield Utd",23,1996,30,11,1240,13.8,6,4,10,6,0,0,1,0,5.5,5.5,3.2,8.8,30,13,93,0.44,0.29,0.73,0.44,0.73,0.4,0.23,0.64,0.4,0.64,9e+06,2020
330,"João Moutinho","pt POR","MF","Wolves",32,1986,38,34,3108,34.5,1,6,7,1,0,0,7,0,0.9,0.9,7.9,8.8,38,216,51,0.03,0.17,0.2,0.03,0.2,0.03,0.23,0.26,0.03,0.26,4e+06,2020
332,"Shkodran Mustafi","de GER","DF","Arsenal",27,1992,15,13,1207,13.4,0,1,1,0,0,0,2,0,0.9,0.9,0.4,1.3,7,61,6,0,0.07,0.07,0,0.07,0.07,0.03,0.1,0.07,0.1,2500000,2020
335,"Marvelous Nakamba","zw ZIM","MF","Aston Villa",25,1994,29,19,1836,20.4,0,0,0,0,0,0,5,0,0.2,0.2,0.5,0.7,10,57,8,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,7e+06,2020
336,"Wilfred Ndidi","ng NGA","MF","Leicester City",22,1996,32,29,2674,29.7,2,1,3,2,0,0,6,0,1.6,1.6,0.6,2.2,13,109,19,0.07,0.03,0.1,0.07,0.1,0.06,0.02,0.08,0.06,0.08,6e+07,2020
338,"Reiss Nelson","eng ENG","FW","Arsenal",19,1999,17,7,631,7,1,0,1,1,0,0,1,0,0.9,0.9,0.4,1.3,30,20,58,0.14,0,0.14,0.14,0.14,0.13,0.06,0.19,0.13,0.19,9e+06,2020
339,"Pedro Neto","pt POR","FW,MF","Wolves",19,2000,29,9,939,10.4,3,3,6,3,0,0,3,0,2.2,2.2,2.6,4.8,53,23,101,0.29,0.29,0.58,0.29,0.58,0.21,0.25,0.46,0.21,0.46,3.5e+07,2020
340,"Rúben Neves","pt POR","MF","Wolves",22,1997,38,35,3056,34,2,2,4,2,0,0,9,0,2,2,2.2,4.2,19,216,23,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.12,0.06,0.12,4.5e+07,2020
343,"Eddie Nketiah","eng ENG","FW","Arsenal",20,1999,13,7,633,7,2,0,2,2,0,0,0,1,3.1,3.1,0.6,3.7,19,16,38,0.28,0,0.28,0.28,0.28,0.45,0.08,0.53,0.45,0.53,1.6e+07,2020
344,"Mark Noble","eng ENG","MF","West Ham",32,1987,33,32,2674,29.7,4,3,7,1,3,3,5,0,2.9,0.6,3.1,3.6,26,198,53,0.13,0.1,0.24,0.03,0.13,0.1,0.1,0.2,0.02,0.12,2e+06,2020
345,"Oliver Norwood","nir NIR","MF","Sheffield Utd",28,1991,38,37,3090,34.3,1,1,2,0,1,1,8,0,1.5,0.7,4.3,5,7,258,26,0.03,0.03,0.06,0,0.03,0.04,0.13,0.17,0.02,0.15,5e+06,2020
346,"Ørjan Nyland","no NOR","GK","Aston Villa",28,1990,7,5,539,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+06,2020
347,"Jack O'Connell","eng ENG","DF","Sheffield Utd",25,1994,33,32,2916,32.4,0,1,1,0,0,0,4,0,1,1,3.1,4.2,12,131,59,0,0.03,0.03,0,0.03,0.03,0.1,0.13,0.03,0.13,5e+06,2020
348,"Michael Obafemi","ie IRL","FW","Southampton",19,2000,21,8,665,7.4,3,2,5,3,0,0,1,0,1.8,1.8,1.1,2.9,8,7,52,0.41,0.27,0.68,0.41,0.68,0.24,0.15,0.39,0.24,0.39,3e+06,2020
349,"Angelo Ogbonna","it ITA","DF","West Ham",31,1988,31,31,2786,31,2,0,2,2,0,0,4,0,1.8,1.8,0.1,1.9,5,50,5,0.06,0,0.06,0.06,0.06,0.06,0,0.06,0.06,0.06,2500000,2020
350,"Divock Origi","be BEL","FW","Liverpool",24,1995,28,7,717,8,4,1,5,4,0,0,1,0,1.8,1.8,0.8,2.6,37,12,90,0.5,0.13,0.63,0.5,0.63,0.22,0.1,0.32,0.22,0.32,1.2e+07,2020
351,"Ben Osborn","eng ENG","MF,DF","Sheffield Utd",24,1994,13,6,594,6.6,0,0,0,0,0,0,0,0,0.3,0.3,0.9,1.1,7,25,23,0,0,0,0,0,0.04,0.13,0.17,0.04,0.17,2e+06,2020
352,"Nicolás Otamendi","ar ARG","DF","Manchester City",31,1988,24,18,1715,19.1,2,0,2,2,0,0,3,0,1.9,1.9,0.2,2.1,14,78,4,0.1,0,0.1,0.1,0.1,0.1,0.01,0.11,0.1,0.11,8e+06,2020
353,"Alex Oxlade-Chamberlain","eng ENG","MF,FW","Liverpool",25,1993,30,17,1485,16.5,4,1,5,4,0,0,1,0,2.8,2.8,1.1,3.9,48,97,95,0.24,0.06,0.3,0.24,0.3,0.17,0.06,0.24,0.17,0.24,1.8e+07,2020
358,"Rui Patrício","pt POR","GK","Wolves",31,1988,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1e+07,2020
360,"Nicolas Pépé","ci CIV","FW","Arsenal",24,1995,31,22,2010,22.3,5,6,11,4,1,1,4,0,4.9,4.1,4.8,8.9,98,67,191,0.22,0.27,0.49,0.18,0.45,0.22,0.21,0.43,0.18,0.4,3.5e+07,2020
362,"Ricardo Pereira","pt POR","DF","Leicester City",25,1993,28,28,2520,28,3,2,5,3,0,0,1,0,1.2,1.2,3.8,4.9,116,177,138,0.11,0.07,0.18,0.11,0.18,0.04,0.13,0.18,0.04,0.18,3e+07,2020
364,"Ayoze Pérez","es ESP","MF,FW","Leicester City",26,1993,33,26,2004,22.3,8,4,12,7,1,1,0,0,6.5,5.7,4,9.7,47,62,159,0.36,0.18,0.54,0.31,0.49,0.29,0.18,0.47,0.26,0.44,1.8e+07,2020
365,"Jordan Pickford","eng ENG","GK","Everton",25,1994,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2e+07,2020
366,"Brandon Pierrick","eng ENG","MF,FW","Crystal Palace",17,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,2,1,0,0,0,0,0,0,0.53,0.53,0,0.53,250000,2020
367,"Erik Pieters","nl NED","DF,MF","Burnley",30,1988,24,21,1878,20.9,0,4,4,0,0,0,2,0,0.5,0.5,2.5,3,21,50,39,0,0.19,0.19,0,0.19,0.02,0.12,0.14,0.02,0.14,1500000,2020
368,"Daniel Podence","pt POR","FW,MF","Wolves",23,1995,9,3,289,3.2,1,0,1,1,0,0,0,0,1.2,1.2,0.7,1.9,18,9,24,0.31,0,0.31,0.31,0.31,0.39,0.21,0.6,0.39,0.6,2.5e+07,2020
369,"Paul Pogba","fr FRA","MF","Manchester Utd",26,1993,16,13,1204,13.4,1,3,4,1,0,1,1,0,2.4,1.6,2.5,4.1,27,111,30,0.07,0.22,0.3,0.07,0.3,0.18,0.19,0.37,0.12,0.31,6e+07,2020
370,"Nick Pope","eng ENG","GK","Burnley",27,1992,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,1.5e+07,2020
371,"Dennis Praet","be BEL","MF","Leicester City",25,1994,27,12,1134,12.6,1,2,3,1,0,0,2,0,0.9,0.9,1.3,2.3,10,42,42,0.08,0.16,0.24,0.08,0.24,0.07,0.11,0.18,0.07,0.18,1.8e+07,2020
373,"Davy Pröpper","nl NED","MF","Brighton",27,1991,35,32,2829,31.4,1,2,3,1,0,0,4,0,1.6,1.6,2.5,4.2,55,265,43,0.03,0.06,0.1,0.03,0.1,0.05,0.08,0.13,0.05,0.13,8e+06,2020
375,"Christian Pulisic","us USA","FW","Chelsea",20,1998,25,19,1722,19.1,9,4,13,9,0,0,0,0,9,9,3.6,12.6,107,73,188,0.47,0.21,0.68,0.47,0.68,0.47,0.19,0.66,0.47,0.66,5e+07,2020
378,"Aaron Ramsdale","eng ENG","GK","Bournemouth",21,1998,37,37,3330,37,0,1,1,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0.03,0.03,0,0.03,0,0.02,0.02,0,0.02,1.2e+07,2020
379,"Darren Randolph","ie IRL","GK","West Ham",32,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,2020
380,"Marcus Rashford","eng ENG","FW","Manchester Utd",21,1997,31,31,2643,29.4,17,7,24,11,6,8,3,0,19.2,12.9,5,17.9,105,124,250,0.58,0.24,0.82,0.37,0.61,0.65,0.17,0.82,0.44,0.61,8.5e+07,2020
381,"Nathan Redmond","eng ENG","MF,FW","Southampton",25,1994,32,32,2762,30.7,4,4,8,4,0,0,2,0,5.1,5.1,3.3,8.4,126,104,200,0.13,0.13,0.26,0.13,0.26,0.17,0.11,0.27,0.17,0.27,1.8e+07,2020
383,"Declan Rice","eng ENG","MF","West Ham",20,1999,38,38,3420,38,1,3,4,1,0,0,6,0,1.3,1.3,1.4,2.7,52,180,36,0.03,0.08,0.11,0.03,0.11,0.03,0.04,0.07,0.03,0.07,6.5e+07,2020
384,"Richarlison","br BRA","FW,MF","Everton",22,1997,36,36,3070,34.1,13,3,16,13,0,0,8,0,9.1,9.1,6.7,15.7,95,93,222,0.38,0.09,0.47,0.38,0.47,0.27,0.2,0.46,0.27,0.46,5.5e+07,2020
